PUID_SIX,GENDER_DESC,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE_DESC,COUNTY_DESC,STATE_PROVINCE_DESC,NATION_DESC,RESIDENCY_DESC,CONFIDENTIALITY_IND,DECEASED_STATUS,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,FINAL_GRADE,REPEAT_COURSE_IND
253930,Male,White,N,,Will,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A-,
253945,Male,White,N,,Hancock,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RW,**Web Registered**,C,
253958,Male,White,N,,Delaware,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,A+,
253967,Male,Hispanic/Latino,Y,,Fairfield,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,B-,
253968,Male,International,N,,,,Indonesia,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A,
253971,Male,White,N,,St Joseph,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
253972,Male,White,N,,Clinton,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B-,
253977,Female,Asian,N,,Alameda,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,A-,
253986,Male,White,N,,Highlands,Florida,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
254046,Male,White,N,,Plymouth,Massachusetts,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
254078,Female,International,N,,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,RE,**Registered**,A+,
254101,Female,White,N,1st Generation Student,McDonough,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
254126,Male,Hispanic/Latino,Y,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
254172,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
254261,Male,2 or more races,N,,Westchester,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B-,
254292,Male,White,N,,New London,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A-,
254299,Male,Asian,N,,Kent,Rhode Island,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
254300,Female,International,N,,,,China,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,A,
254457,Male,White,N,,Allen,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,C,
254507,Female,White,N,1st Generation Student,Grundy,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
254516,Female,White,N,1st Generation Student,Montgomery,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
254604,Male,Asian,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RW,**Web Registered**,,
254608,Male,Asian,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,C,
254675,Female,White,N,,Plymouth,Massachusetts,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
254684,Male,Asian,N,,,,Vietnam,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A-,
254687,Male,White,N,,Greenville,South Carolina,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A+,
254746,Male,Hispanic/Latino,Y,,Broward,Florida,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A+,
254769,Male,White,N,,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B+,
254818,Female,White,N,,Washtenaw,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A-,
254824,Male,White,N,,Tarrant,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,A,
254839,Male,2 or more races,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B-,
254847,Male,International,N,,,,Vietnam,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RW,**Web Registered**,A+,
254900,Female,Hispanic/Latino,Y,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,B+,
254959,Male,Hispanic/Latino,Y,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
254960,Male,Hispanic/Latino,Y,,Tarrant,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
254965,Male,Hispanic/Latino,Y,,Butler,Pennsylvania,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
255029,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B,
255051,Male,Hispanic/Latino,Y,,Nassau,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
255077,Male,White,N,,Marin,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A+,
255105,Male,Unknown,N,,Morris,New Jersey,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,DC,Drop Course,,
255154,Male,Hispanic/Latino,Y,,,,Colombia,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A-,
255160,Male,White,N,,Suffolk,New York,United States,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,A+,
255161,Male,Hispanic/Latino,Y,,Rockland,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A+,
255190,Male,White,N,1st Generation Student,Washington,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B,
255207,Male,White,N,,Hartford,Connecticut,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
255221,Male,Hispanic/Latino,Y,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B+,
255229,Male,White,N,,Fulton,Georgia,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,C+,
255249,Male,Asian,N,,Honolulu,Hawaii,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,W,Withdrawn-W,W,
255259,Female,International,N,,,,Bahamas,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RW,**Web Registered**,A-,
255268,Female,Asian,N,1st Generation Student,Honolulu,Hawaii,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
255279,Male,Asian,N,,Boone,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D-,
255282,Female,Black or African American,Y,,Butler,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
255289,Male,White,N,,Cumberland,Pennsylvania,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A+,
255312,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,C+,
255443,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
255498,Male,2 or more races,N,,Contra Costa,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,A+,
255524,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
255530,Male,White,N,,Middlesex,Massachusetts,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A-,
255594,Male,White,N,1st Generation Student,Grant,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B-,
255629,Male,Hispanic/Latino,Y,,Fort Bend,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A-,
255632,Female,White,N,,Kosciusko,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
255635,Female,Asian,N,,Tippecanoe,Indiana,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
255671,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
255676,Female,White,N,,Bartholomew,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
255679,Male,White,N,,Duval,Florida,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B+,
255723,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,C-,
255740,Male,International,N,1st Generation Student,,,France,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RW,**Web Registered**,A+,
255759,Female,Asian,N,,Douglas,Colorado,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A-,
255795,Female,2 or more races,Y,,Lake,Indiana,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B,
255833,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,C,
255895,Male,2 or more races,N,,Santa Clara,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A-,
255906,Male,White,N,,Albany,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,C+,
255924,Male,International,N,,,,Mexico,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RW,**Web Registered**,A-,
255932,Male,White,N,1st Generation Student,Delaware,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B-,
255966,Male,White,N,,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,A,
255978,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B,
256036,Male,Black or African American,Y,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,A,
256071,Male,Hispanic/Latino,Y,,Orleans,Louisiana,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,N,
256076,Male,White,N,,Marin,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
256084,Male,White,N,,Placer,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
256093,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,D+,I
256124,Female,Asian,N,,Suffolk,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,W,Withdrawn-W,W,
256169,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
256178,Male,Hispanic/Latino,Y,1st Generation Student,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
256231,Male,International,N,,,,Republic of Korea,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,RE,**Registered**,A+,
256251,Male,White,N,,Vigo,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A+,
256258,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B,
256320,Male,White,N,1st Generation Student,Clinton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
256348,Female,White,N,,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B,
256369,Male,Black or African American,Y,1st Generation Student,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,C+,
256377,Male,White,N,,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,C+,E
256399,Male,White,N,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A+,
256403,Male,White,N,1st Generation Student,Bartholomew,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
256439,Female,White,N,,Maricopa,Arizona,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
256459,Female,White,N,,Henry,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
256472,Male,White,N,,Boone,Missouri,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A-,
256481,Male,White,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
256490,Male,2 or more races,N,,San Francisco,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
256502,Female,White,N,,Platte,Missouri,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B+,
256523,Female,White,N,,Somerset,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
256534,Male,White,N,,Floyd,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
256540,Female,2 or more races,N,,Bartholomew,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,B+,
256545,Male,White,N,,Henry,Ohio,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
256552,Male,White,N,,Jefferson,Kentucky,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,B-,I
256572,Male,2 or more races,Y,1st Generation Student,Noble,Indiana,United States,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C,
256575,Female,White,N,,Washington,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B,
256670,Male,Hispanic/Latino,Y,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
256692,Male,White,N,,Benton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B-,
256717,Male,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
256757,Female,White,N,1st Generation Student,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
256762,Male,White,N,,Williamson,Tennessee,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
256836,Female,Asian,N,,Santa Clara,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,A-,
256850,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B+,
256924,Male,White,N,1st Generation Student,Miami,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
256927,Female,White,N,,Madison,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
256943,Male,White,N,,New Haven,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,A,
256950,Male,International,N,,,,Azerbaijan,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,A-,
257006,Male,Hispanic/Latino,Y,,Harris,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B-,
257022,Female,Hispanic/Latino,Y,1st Generation Student,Madison,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
257024,Male,White,N,,Santa Clara,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A+,
257028,Female,Hispanic/Latino,Y,,Elkhart,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A,
257057,Male,White,N,,Warrick,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
257059,Male,White,N,,King,Washington,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A-,
257068,Male,White,N,,Howard,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
257071,Male,White,N,,Will,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
257073,Female,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B,
257086,Female,White,N,,Ingham,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A+,
257087,Male,White,N,,Montgomery,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A+,
257113,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
257114,Female,Hispanic/Latino,Y,,Rockingham,New Hampshire,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,B+,
257137,Female,Asian,N,,Ingham,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
257195,Male,White,N,,Morgan,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A-,
257248,Male,White,N,1st Generation Student,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,D-,
257256,Male,White,N,,Fountain,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,B-,
257266,Female,White,N,,Whitley,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A+,
257269,Male,White,N,,Fairfield,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B+,
257276,Female,Asian,N,,San Mateo,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,B,
257285,Male,White,N,,Dupage,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
257379,Female,Hispanic/Latino,Y,1st Generation Student,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A-,
257381,Male,White,N,,Sandoval,New Mexico,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D,
257437,Male,White,N,,St Joseph,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
257448,Male,Unknown,N,,Fairfield,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A+,
257477,Female,White,N,,Livingston,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
257499,Male,White,N,,Muskingum,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,C,
257514,Male,White,N,1st Generation Student,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,F,
257532,Male,White,N,1st Generation Student,San Mateo,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
257554,Male,Asian,N,,Gwinnett,Georgia,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,C,
257589,Male,White,N,,Fulton,Georgia,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A,
257594,Female,2 or more races,N,,Dallas,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,D+,
257594,Female,2 or more races,N,,Dallas,Texas,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
257599,Male,White,N,,Nassau,New York,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
257631,Male,Asian,N,,Clark,Indiana,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A,
257633,Male,White,N,,Madison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
257677,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,B-,
257685,Male,Asian,N,,Alameda,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,RE,**Registered**,A,
257721,Male,Asian,N,,Santa Clara,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A+,
257737,Male,White,N,,Chester,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,B,
257771,Female,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,A-,
257805,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
257830,Male,White,N,,Shelby,Tennessee,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A,
257834,Male,White,N,,Hancock,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
257849,Male,White,N,,Vanderburgh,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
257894,Male,White,N,,Johnson,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
257929,Female,2 or more races,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,F,
257942,Male,White,N,,Boone,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,B,
257944,Male,White,N,,Boone,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
257987,Male,White,N,,Ozaukee,Wisconsin,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,I,
257993,Female,Asian,N,,,,India,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
258002,Male,White,N,,Vanderburgh,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B+,
258005,Male,White,N,,Allegheny,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,B-,
258061,Female,2 or more races,Y,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
258085,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
258096,Male,White,N,1st Generation Student,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
258100,Male,White,N,,Elkhart,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,C-,
258120,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A,
258158,Female,White,N,,Pettis,Missouri,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
258164,Male,White,N,1st Generation Student,White,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,D-,E
258184,Male,White,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,C+,
258189,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,C-,
258196,Male,2 or more races,Y,,Middlesex,Massachusetts,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A+,
258231,Male,Hispanic/Latino,Y,,Alameda,California,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D+,
258244,Male,White,N,1st Generation Student,Monroe,Florida,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL2,26668,W,Withdrawn-W,W,
258256,Male,International,N,,,,Poland,Foreign,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A-,
258273,Male,Asian,N,1st Generation Student,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B,
258297,Male,Asian,N,,Somerset,New Jersey,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
258308,Female,White,N,,Ramsey,Minnesota,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
258309,Female,White,N,,Anoka,Minnesota,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A+,
